Training: 2023-07-17 05:18:02,220-rank_id: 0
Training: 2023-07-17 05:23:27,476-Speed 1537.38 samples/sec   Loss 36.2372   LearningRate 0.024180   Epoch: 0   Global Step: 2800   Fp16 Grad Scale: 262144   Required: 3 hours
Training: 2023-07-17 05:23:28,307-Speed 1542.22 samples/sec   Loss 35.9839   LearningRate 0.024266   Epoch: 0   Global Step: 2810   Fp16 Grad Scale: 65536   Required: 3 hours
Training: 2023-07-17 05:23:29,126-Speed 1564.74 samples/sec   Loss 36.1337   LearningRate 0.024352   Epoch: 0   Global Step: 2820   Fp16 Grad Scale: 65536   Required: 3 hours
Training: 2023-07-17 05:23:29,978-Speed 1502.88 samples/sec   Loss 36.0406   LearningRate 0.024439   Epoch: 0   Global Step: 2830   Fp16 Grad Scale: 65536   Required: 3 hours
Training: 2023-07-17 05:23:30,819-Speed 1522.56 samples/sec   Loss 36.4281   LearningRate 0.024525   Epoch: 0   Global Step: 2840   Fp16 Grad Scale: 65536   Required: 3 hours
Training: 2023-07-17 05:23:31,639-Speed 1563.96 samples/sec   Loss 36.1247   LearningRate 0.024611   Epoch: 0   Global Step: 2850   Fp16 Grad Scale: 65536   Required: 3 hours
Training: 2023-07-17 05:23:32,533-Speed 1432.38 samples/sec   Loss 36.2364   LearningRate 0.024698   Epoch: 0   Global Step: 2860   Fp16 Grad Scale: 65536   Required: 3 hours
Training: 2023-07-17 05:23:33,426-Speed 1435.10 samples/sec   Loss 36.1423   LearningRate 0.024784   Epoch: 0   Global Step: 2870   Fp16 Grad Scale: 65536   Required: 3 hours
Training: 2023-07-17 05:23:34,299-Speed 1467.32 samples/sec   Loss 36.3316   LearningRate 0.024870   Epoch: 0   Global Step: 2880   Fp16 Grad Scale: 65536   Required: 3 hours
Training: 2023-07-17 05:23:35,146-Speed 1511.14 samples/sec   Loss 35.9844   LearningRate 0.024957   Epoch: 0   Global Step: 2890   Fp16 Grad Scale: 65536   Required: 3 hours
Training: 2023-07-17 05:23:35,944-Speed 1607.10 samples/sec   Loss 36.1183   LearningRate 0.025043   Epoch: 0   Global Step: 2900   Fp16 Grad Scale: 65536   Required: 3 hours
Training: 2023-07-17 05:23:36,792-Speed 1510.49 samples/sec   Loss 36.0634   LearningRate 0.025130   Epoch: 0   Global Step: 2910   Fp16 Grad Scale: 131072   Required: 3 hours
Training: 2023-07-17 05:23:37,648-Speed 1496.94 samples/sec   Loss 36.2970   LearningRate 0.025216   Epoch: 0   Global Step: 2920   Fp16 Grad Scale: 65536   Required: 3 hours
Training: 2023-07-17 05:23:38,511-Speed 1483.58 samples/sec   Loss 36.0372   LearningRate 0.025302   Epoch: 0   Global Step: 2930   Fp16 Grad Scale: 65536   Required: 3 hours
Training: 2023-07-17 05:23:39,378-Speed 1477.74 samples/sec   Loss 35.9564   LearningRate 0.025389   Epoch: 0   Global Step: 2940   Fp16 Grad Scale: 65536   Required: 3 hours
Training: 2023-07-17 05:23:40,285-Speed 1415.25 samples/sec   Loss 36.0054   LearningRate 0.025475   Epoch: 0   Global Step: 2950   Fp16 Grad Scale: 65536   Required: 3 hours
Training: 2023-07-17 05:23:41,121-Speed 1531.67 samples/sec   Loss 36.0908   LearningRate 0.025561   Epoch: 0   Global Step: 2960   Fp16 Grad Scale: 65536   Required: 3 hours
Training: 2023-07-17 05:23:41,954-Speed 1537.89 samples/sec   Loss 36.2215   LearningRate 0.025648   Epoch: 0   Global Step: 2970   Fp16 Grad Scale: 65536   Required: 3 hours
Training: 2023-07-17 05:23:42,776-Speed 1560.02 samples/sec   Loss 36.0207   LearningRate 0.025734   Epoch: 0   Global Step: 2980   Fp16 Grad Scale: 65536   Required: 3 hours
Training: 2023-07-17 05:23:43,638-Speed 1485.04 samples/sec   Loss 36.5071   LearningRate 0.025820   Epoch: 0   Global Step: 2990   Fp16 Grad Scale: 65536   Required: 3 hours
Training: 2023-07-17 05:23:44,527-Speed 1441.11 samples/sec   Loss 36.1093   LearningRate 0.025907   Epoch: 0   Global Step: 3000   Fp16 Grad Scale: 65536   Required: 3 hours
Training: 2023-07-17 05:23:45,391-Speed 1483.01 samples/sec   Loss 36.5372   LearningRate 0.025993   Epoch: 0   Global Step: 3010   Fp16 Grad Scale: 65536   Required: 3 hours
Training: 2023-07-17 05:23:46,306-Speed 1399.97 samples/sec   Loss 35.8418   LearningRate 0.026079   Epoch: 0   Global Step: 3020   Fp16 Grad Scale: 131072   Required: 3 hours
Training: 2023-07-17 05:23:47,198-Speed 1437.33 samples/sec   Loss 35.9757   LearningRate 0.026166   Epoch: 0   Global Step: 3030   Fp16 Grad Scale: 131072   Required: 3 hours
Training: 2023-07-17 05:23:48,113-Speed 1398.97 samples/sec   Loss 36.1053   LearningRate 0.026252   Epoch: 0   Global Step: 3040   Fp16 Grad Scale: 131072   Required: 3 hours
Training: 2023-07-17 05:23:48,936-Speed 1557.75 samples/sec   Loss 36.1610   LearningRate 0.026339   Epoch: 0   Global Step: 3050   Fp16 Grad Scale: 131072   Required: 3 hours
Training: 2023-07-17 05:23:49,798-Speed 1485.37 samples/sec   Loss 35.9546   LearningRate 0.026425   Epoch: 0   Global Step: 3060   Fp16 Grad Scale: 131072   Required: 3 hours
Training: 2023-07-17 05:23:50,653-Speed 1498.16 samples/sec   Loss 35.6448   LearningRate 0.026511   Epoch: 0   Global Step: 3070   Fp16 Grad Scale: 131072   Required: 3 hours
Training: 2023-07-17 05:23:51,569-Speed 1398.71 samples/sec   Loss 36.2906   LearningRate 0.026598   Epoch: 0   Global Step: 3080   Fp16 Grad Scale: 131072   Required: 3 hours
Training: 2023-07-17 05:23:52,481-Speed 1404.47 samples/sec   Loss 35.8600   LearningRate 0.026684   Epoch: 0   Global Step: 3090   Fp16 Grad Scale: 131072   Required: 3 hours
Training: 2023-07-17 05:23:53,385-Speed 1417.22 samples/sec   Loss 35.8225   LearningRate 0.026770   Epoch: 0   Global Step: 3100   Fp16 Grad Scale: 131072   Required: 3 hours
Training: 2023-07-17 05:23:54,241-Speed 1496.98 samples/sec   Loss 35.9752   LearningRate 0.026857   Epoch: 0   Global Step: 3110   Fp16 Grad Scale: 131072   Required: 3 hours
Training: 2023-07-17 05:23:55,074-Speed 1537.96 samples/sec   Loss 35.7908   LearningRate 0.026943   Epoch: 0   Global Step: 3120   Fp16 Grad Scale: 262144   Required: 3 hours
Training: 2023-07-17 05:23:55,883-Speed 1583.66 samples/sec   Loss 35.6676   LearningRate 0.027029   Epoch: 0   Global Step: 3130   Fp16 Grad Scale: 131072   Required: 3 hours
Training: 2023-07-17 05:23:56,764-Speed 1453.86 samples/sec   Loss 35.8914   LearningRate 0.027116   Epoch: 0   Global Step: 3140   Fp16 Grad Scale: 131072   Required: 3 hours
Training: 2023-07-17 05:23:57,571-Speed 1588.34 samples/sec   Loss 36.0764   LearningRate 0.027202   Epoch: 0   Global Step: 3150   Fp16 Grad Scale: 131072   Required: 3 hours
Training: 2023-07-17 05:23:58,493-Speed 1390.21 samples/sec   Loss 35.7136   LearningRate 0.027288   Epoch: 0   Global Step: 3160   Fp16 Grad Scale: 131072   Required: 3 hours
Training: 2023-07-17 05:23:59,310-Speed 1566.76 samples/sec   Loss 35.7641   LearningRate 0.027375   Epoch: 0   Global Step: 3170   Fp16 Grad Scale: 131072   Required: 3 hours
Training: 2023-07-17 05:24:00,153-Speed 1519.64 samples/sec   Loss 35.7474   LearningRate 0.027461   Epoch: 0   Global Step: 3180   Fp16 Grad Scale: 131072   Required: 3 hours
Training: 2023-07-17 05:24:01,005-Speed 1503.59 samples/sec   Loss 35.9849   LearningRate 0.027547   Epoch: 0   Global Step: 3190   Fp16 Grad Scale: 131072   Required: 3 hours
Training: 2023-07-17 05:24:01,886-Speed 1455.13 samples/sec   Loss 35.7821   LearningRate 0.027634   Epoch: 0   Global Step: 3200   Fp16 Grad Scale: 131072   Required: 3 hours
Training: 2023-07-17 05:24:02,710-Speed 1555.70 samples/sec   Loss 35.7221   LearningRate 0.027720   Epoch: 0   Global Step: 3210   Fp16 Grad Scale: 131072   Required: 3 hours
Training: 2023-07-17 05:24:03,563-Speed 1501.57 samples/sec   Loss 35.9199   LearningRate 0.027807   Epoch: 0   Global Step: 3220   Fp16 Grad Scale: 65536   Required: 3 hours
Training: 2023-07-17 05:24:04,412-Speed 1508.81 samples/sec   Loss 35.4586   LearningRate 0.027893   Epoch: 0   Global Step: 3230   Fp16 Grad Scale: 65536   Required: 3 hours
Training: 2023-07-17 05:24:05,257-Speed 1516.24 samples/sec   Loss 35.7588   LearningRate 0.027979   Epoch: 0   Global Step: 3240   Fp16 Grad Scale: 65536   Required: 3 hours
Training: 2023-07-17 05:24:06,105-Speed 1510.65 samples/sec   Loss 35.5809   LearningRate 0.028066   Epoch: 0   Global Step: 3250   Fp16 Grad Scale: 65536   Required: 3 hours
Training: 2023-07-17 05:24:06,910-Speed 1590.34 samples/sec   Loss 35.5663   LearningRate 0.028152   Epoch: 0   Global Step: 3260   Fp16 Grad Scale: 65536   Required: 3 hours
Training: 2023-07-17 05:24:07,731-Speed 1561.42 samples/sec   Loss 35.7594   LearningRate 0.028238   Epoch: 0   Global Step: 3270   Fp16 Grad Scale: 65536   Required: 3 hours
Training: 2023-07-17 05:24:08,573-Speed 1520.13 samples/sec   Loss 35.8239   LearningRate 0.028325   Epoch: 0   Global Step: 3280   Fp16 Grad Scale: 65536   Required: 3 hours
Training: 2023-07-17 05:24:09,432-Speed 1491.38 samples/sec   Loss 35.5646   LearningRate 0.028411   Epoch: 0   Global Step: 3290   Fp16 Grad Scale: 65536   Required: 3 hours
Training: 2023-07-17 05:24:10,300-Speed 1476.62 samples/sec   Loss 35.3706   LearningRate 0.028497   Epoch: 0   Global Step: 3300   Fp16 Grad Scale: 65536   Required: 3 hours
Training: 2023-07-17 05:24:11,141-Speed 1522.45 samples/sec   Loss 35.7536   LearningRate 0.028584   Epoch: 0   Global Step: 3310   Fp16 Grad Scale: 65536   Required: 3 hours
Training: 2023-07-17 05:24:11,998-Speed 1495.86 samples/sec   Loss 35.6355   LearningRate 0.028670   Epoch: 0   Global Step: 3320   Fp16 Grad Scale: 131072   Required: 3 hours
Training: 2023-07-17 05:24:12,837-Speed 1526.90 samples/sec   Loss 35.6960   LearningRate 0.028756   Epoch: 0   Global Step: 3330   Fp16 Grad Scale: 131072   Required: 3 hours
Training: 2023-07-17 05:24:13,678-Speed 1523.57 samples/sec   Loss 35.3487   LearningRate 0.028843   Epoch: 0   Global Step: 3340   Fp16 Grad Scale: 131072   Required: 3 hours
Training: 2023-07-17 05:24:14,572-Speed 1433.36 samples/sec   Loss 35.5477   LearningRate 0.028929   Epoch: 0   Global Step: 3350   Fp16 Grad Scale: 131072   Required: 3 hours
Training: 2023-07-17 05:24:15,400-Speed 1545.65 samples/sec   Loss 35.7288   LearningRate 0.029016   Epoch: 0   Global Step: 3360   Fp16 Grad Scale: 131072   Required: 3 hours
Training: 2023-07-17 05:24:16,231-Speed 1542.27 samples/sec   Loss 35.4964   LearningRate 0.029102   Epoch: 0   Global Step: 3370   Fp16 Grad Scale: 131072   Required: 3 hours
Training: 2023-07-17 05:24:17,215-Speed 1302.09 samples/sec   Loss 35.7501   LearningRate 0.029188   Epoch: 0   Global Step: 3380   Fp16 Grad Scale: 131072   Required: 3 hours
Training: 2023-07-17 05:24:18,082-Speed 1476.12 samples/sec   Loss 35.4289   LearningRate 0.029275   Epoch: 0   Global Step: 3390   Fp16 Grad Scale: 131072   Required: 3 hours
Training: 2023-07-17 05:24:18,937-Speed 1498.72 samples/sec   Loss 35.6047   LearningRate 0.029361   Epoch: 0   Global Step: 3400   Fp16 Grad Scale: 65536   Required: 3 hours
Training: 2023-07-17 05:24:19,770-Speed 1537.52 samples/sec   Loss 35.6517   LearningRate 0.029447   Epoch: 0   Global Step: 3410   Fp16 Grad Scale: 65536   Required: 3 hours
Training: 2023-07-17 05:24:20,652-Speed 1453.59 samples/sec   Loss 35.4881   LearningRate 0.029534   Epoch: 0   Global Step: 3420   Fp16 Grad Scale: 65536   Required: 3 hours
Training: 2023-07-17 05:24:21,486-Speed 1535.91 samples/sec   Loss 35.7956   LearningRate 0.029620   Epoch: 0   Global Step: 3430   Fp16 Grad Scale: 65536   Required: 3 hours
Training: 2023-07-17 05:24:22,314-Speed 1546.47 samples/sec   Loss 35.5228   LearningRate 0.029706   Epoch: 0   Global Step: 3440   Fp16 Grad Scale: 65536   Required: 3 hours
Training: 2023-07-17 05:24:23,180-Speed 1479.35 samples/sec   Loss 35.6855   LearningRate 0.029793   Epoch: 0   Global Step: 3450   Fp16 Grad Scale: 65536   Required: 3 hours
Training: 2023-07-17 05:24:23,990-Speed 1582.20 samples/sec   Loss 35.2576   LearningRate 0.029879   Epoch: 0   Global Step: 3460   Fp16 Grad Scale: 65536   Required: 3 hours
Training: 2023-07-17 05:24:24,849-Speed 1491.49 samples/sec   Loss 35.3194   LearningRate 0.029965   Epoch: 0   Global Step: 3470   Fp16 Grad Scale: 65536   Required: 3 hours
Training: 2023-07-17 05:24:26,024-Speed 1090.01 samples/sec   Loss 35.2503   LearningRate 0.030052   Epoch: 0   Global Step: 3480   Fp16 Grad Scale: 65536   Required: 3 hours
Training: 2023-07-17 05:24:26,864-Speed 1526.14 samples/sec   Loss 35.6531   LearningRate 0.030138   Epoch: 0   Global Step: 3490   Fp16 Grad Scale: 65536   Required: 3 hours
Training: 2023-07-17 05:24:27,680-Speed 1570.03 samples/sec   Loss 35.6508   LearningRate 0.030225   Epoch: 0   Global Step: 3500   Fp16 Grad Scale: 131072   Required: 3 hours
Training: 2023-07-17 05:24:28,532-Speed 1502.67 samples/sec   Loss 35.3330   LearningRate 0.030311   Epoch: 0   Global Step: 3510   Fp16 Grad Scale: 131072   Required: 3 hours
Training: 2023-07-17 05:24:29,449-Speed 1396.92 samples/sec   Loss 35.2774   LearningRate 0.030397   Epoch: 0   Global Step: 3520   Fp16 Grad Scale: 131072   Required: 3 hours
Training: 2023-07-17 05:24:30,369-Speed 1393.63 samples/sec   Loss 35.5183   LearningRate 0.030484   Epoch: 0   Global Step: 3530   Fp16 Grad Scale: 131072   Required: 3 hours
Training: 2023-07-17 05:24:31,262-Speed 1433.53 samples/sec   Loss 35.7540   LearningRate 0.030570   Epoch: 0   Global Step: 3540   Fp16 Grad Scale: 131072   Required: 3 hours
Training: 2023-07-17 05:24:32,134-Speed 1469.85 samples/sec   Loss 35.1229   LearningRate 0.030656   Epoch: 0   Global Step: 3550   Fp16 Grad Scale: 131072   Required: 3 hours
Training: 2023-07-17 05:24:33,046-Speed 1404.70 samples/sec   Loss 35.3048   LearningRate 0.030743   Epoch: 0   Global Step: 3560   Fp16 Grad Scale: 131072   Required: 3 hours
Training: 2023-07-17 05:24:33,919-Speed 1466.35 samples/sec   Loss 35.4279   LearningRate 0.030829   Epoch: 0   Global Step: 3570   Fp16 Grad Scale: 131072   Required: 3 hours
Training: 2023-07-17 05:24:34,774-Speed 1498.77 samples/sec   Loss 35.1117   LearningRate 0.030915   Epoch: 0   Global Step: 3580   Fp16 Grad Scale: 131072   Required: 3 hours
Training: 2023-07-17 05:24:35,612-Speed 1529.56 samples/sec   Loss 35.0652   LearningRate 0.031002   Epoch: 0   Global Step: 3590   Fp16 Grad Scale: 131072   Required: 3 hours
Training: 2023-07-17 05:24:36,453-Speed 1522.51 samples/sec   Loss 35.2930   LearningRate 0.031088   Epoch: 0   Global Step: 3600   Fp16 Grad Scale: 262144   Required: 3 hours
Training: 2023-07-17 05:24:37,313-Speed 1490.33 samples/sec   Loss 35.3368   LearningRate 0.031174   Epoch: 0   Global Step: 3610   Fp16 Grad Scale: 131072   Required: 3 hours
Training: 2023-07-17 05:24:38,145-Speed 1538.40 samples/sec   Loss 35.4159   LearningRate 0.031261   Epoch: 0   Global Step: 3620   Fp16 Grad Scale: 131072   Required: 3 hours
Training: 2023-07-17 05:24:38,987-Speed 1521.82 samples/sec   Loss 35.2801   LearningRate 0.031347   Epoch: 0   Global Step: 3630   Fp16 Grad Scale: 131072   Required: 3 hours
Training: 2023-07-17 05:24:39,864-Speed 1462.35 samples/sec   Loss 35.5659   LearningRate 0.031434   Epoch: 0   Global Step: 3640   Fp16 Grad Scale: 131072   Required: 3 hours
Training: 2023-07-17 05:24:40,721-Speed 1494.84 samples/sec   Loss 35.3248   LearningRate 0.031520   Epoch: 0   Global Step: 3650   Fp16 Grad Scale: 131072   Required: 3 hours
Training: 2023-07-17 05:24:41,565-Speed 1519.16 samples/sec   Loss 35.2397   LearningRate 0.031606   Epoch: 0   Global Step: 3660   Fp16 Grad Scale: 131072   Required: 3 hours
Training: 2023-07-17 05:24:42,397-Speed 1539.55 samples/sec   Loss 35.1705   LearningRate 0.031693   Epoch: 0   Global Step: 3670   Fp16 Grad Scale: 131072   Required: 3 hours
Training: 2023-07-17 05:24:43,281-Speed 1448.27 samples/sec   Loss 35.2827   LearningRate 0.031779   Epoch: 0   Global Step: 3680   Fp16 Grad Scale: 131072   Required: 3 hours
Training: 2023-07-17 05:24:44,087-Speed 1589.81 samples/sec   Loss 35.2528   LearningRate 0.031865   Epoch: 0   Global Step: 3690   Fp16 Grad Scale: 131072   Required: 3 hours
Training: 2023-07-17 05:24:44,958-Speed 1472.12 samples/sec   Loss 35.1130   LearningRate 0.031952   Epoch: 0   Global Step: 3700   Fp16 Grad Scale: 131072   Required: 3 hours
Training: 2023-07-17 05:24:45,779-Speed 1561.20 samples/sec   Loss 35.0105   LearningRate 0.032038   Epoch: 0   Global Step: 3710   Fp16 Grad Scale: 131072   Required: 3 hours
Training: 2023-07-17 05:24:46,604-Speed 1552.99 samples/sec   Loss 35.3474   LearningRate 0.032124   Epoch: 0   Global Step: 3720   Fp16 Grad Scale: 131072   Required: 3 hours
Training: 2023-07-17 05:24:47,440-Speed 1531.29 samples/sec   Loss 35.2141   LearningRate 0.032211   Epoch: 0   Global Step: 3730   Fp16 Grad Scale: 131072   Required: 3 hours
Training: 2023-07-17 05:24:48,306-Speed 1480.69 samples/sec   Loss 35.3053   LearningRate 0.032297   Epoch: 0   Global Step: 3740   Fp16 Grad Scale: 131072   Required: 3 hours
Training: 2023-07-17 05:24:49,150-Speed 1518.67 samples/sec   Loss 35.0446   LearningRate 0.032383   Epoch: 0   Global Step: 3750   Fp16 Grad Scale: 131072   Required: 3 hours
Training: 2023-07-17 05:24:50,010-Speed 1488.10 samples/sec   Loss 34.8206   LearningRate 0.032470   Epoch: 0   Global Step: 3760   Fp16 Grad Scale: 131072   Required: 3 hours
Training: 2023-07-17 05:24:50,855-Speed 1517.35 samples/sec   Loss 34.9409   LearningRate 0.032556   Epoch: 0   Global Step: 3770   Fp16 Grad Scale: 131072   Required: 3 hours
Training: 2023-07-17 05:24:51,977-Speed 1141.22 samples/sec   Loss 35.1969   LearningRate 0.032642   Epoch: 0   Global Step: 3780   Fp16 Grad Scale: 131072   Required: 3 hours
Training: 2023-07-17 05:24:52,660-Speed 1876.06 samples/sec   Loss 35.3249   LearningRate 0.032729   Epoch: 0   Global Step: 3790   Fp16 Grad Scale: 131072   Required: 3 hours
Training: 2023-07-17 05:24:53,466-Speed 1589.43 samples/sec   Loss 35.2071   LearningRate 0.032815   Epoch: 0   Global Step: 3800   Fp16 Grad Scale: 131072   Required: 3 hours
Training: 2023-07-17 05:24:54,284-Speed 1567.22 samples/sec   Loss 35.3826   LearningRate 0.032902   Epoch: 0   Global Step: 3810   Fp16 Grad Scale: 262144   Required: 3 hours
Training: 2023-07-17 05:24:55,100-Speed 1568.76 samples/sec   Loss 35.5010   LearningRate 0.032988   Epoch: 0   Global Step: 3820   Fp16 Grad Scale: 65536   Required: 3 hours
Training: 2023-07-17 05:24:55,975-Speed 1464.35 samples/sec   Loss 35.3084   LearningRate 0.033074   Epoch: 0   Global Step: 3830   Fp16 Grad Scale: 65536   Required: 3 hours
Training: 2023-07-17 05:24:58,361-Speed 536.81 samples/sec   Loss 34.9189   LearningRate 0.033161   Epoch: 1   Global Step: 3840   Fp16 Grad Scale: 65536   Required: 3 hours
Training: 2023-07-17 05:24:59,221-Speed 1488.54 samples/sec   Loss 34.9337   LearningRate 0.033247   Epoch: 1   Global Step: 3850   Fp16 Grad Scale: 65536   Required: 3 hours
Training: 2023-07-17 05:25:00,092-Speed 1471.80 samples/sec   Loss 34.5115   LearningRate 0.033333   Epoch: 1   Global Step: 3860   Fp16 Grad Scale: 65536   Required: 3 hours
Training: 2023-07-17 05:25:00,949-Speed 1494.78 samples/sec   Loss 34.9909   LearningRate 0.033420   Epoch: 1   Global Step: 3870   Fp16 Grad Scale: 65536   Required: 3 hours
Training: 2023-07-17 05:25:01,801-Speed 1504.57 samples/sec   Loss 34.6660   LearningRate 0.033506   Epoch: 1   Global Step: 3880   Fp16 Grad Scale: 65536   Required: 3 hours
Training: 2023-07-17 05:25:02,626-Speed 1553.11 samples/sec   Loss 34.6385   LearningRate 0.033592   Epoch: 1   Global Step: 3890   Fp16 Grad Scale: 65536   Required: 3 hours
Training: 2023-07-17 05:25:03,476-Speed 1506.25 samples/sec   Loss 34.6197   LearningRate 0.033679   Epoch: 1   Global Step: 3900   Fp16 Grad Scale: 65536   Required: 3 hours
Training: 2023-07-17 05:25:04,317-Speed 1523.75 samples/sec   Loss 34.8593   LearningRate 0.033765   Epoch: 1   Global Step: 3910   Fp16 Grad Scale: 65536   Required: 3 hours
Training: 2023-07-17 05:25:05,164-Speed 1511.93 samples/sec   Loss 34.8531   LearningRate 0.033851   Epoch: 1   Global Step: 3920   Fp16 Grad Scale: 131072   Required: 3 hours
Training: 2023-07-17 05:25:06,023-Speed 1492.02 samples/sec   Loss 34.7334   LearningRate 0.033938   Epoch: 1   Global Step: 3930   Fp16 Grad Scale: 131072   Required: 3 hours
Training: 2023-07-17 05:25:06,854-Speed 1541.60 samples/sec   Loss 34.9837   LearningRate 0.034024   Epoch: 1   Global Step: 3940   Fp16 Grad Scale: 131072   Required: 3 hours
Training: 2023-07-17 05:25:07,721-Speed 1476.91 samples/sec   Loss 34.6868   LearningRate 0.034111   Epoch: 1   Global Step: 3950   Fp16 Grad Scale: 131072   Required: 3 hours
Training: 2023-07-17 05:25:08,542-Speed 1560.77 samples/sec   Loss 35.0081   LearningRate 0.034197   Epoch: 1   Global Step: 3960   Fp16 Grad Scale: 131072   Required: 3 hours
Training: 2023-07-17 05:25:09,372-Speed 1543.32 samples/sec   Loss 34.6437   LearningRate 0.034283   Epoch: 1   Global Step: 3970   Fp16 Grad Scale: 131072   Required: 3 hours
Training: 2023-07-17 05:25:10,248-Speed 1462.16 samples/sec   Loss 34.3494   LearningRate 0.034370   Epoch: 1   Global Step: 3980   Fp16 Grad Scale: 131072   Required: 3 hours
Training: 2023-07-17 05:25:11,091-Speed 1519.51 samples/sec   Loss 34.6405   LearningRate 0.034456   Epoch: 1   Global Step: 3990   Fp16 Grad Scale: 131072   Required: 3 hours
Training: 2023-07-17 05:25:11,961-Speed 1473.31 samples/sec   Loss 34.9572   LearningRate 0.034542   Epoch: 1   Global Step: 4000   Fp16 Grad Scale: 131072   Required: 3 hours
Training: 2023-07-17 05:25:29,681-Speed 72.24 samples/sec   Loss 34.4753   LearningRate 0.034629   Epoch: 1   Global Step: 4010   Fp16 Grad Scale: 131072   Required: 3 hours
Training: 2023-07-17 05:25:30,449-Speed 1668.25 samples/sec   Loss 34.5613   LearningRate 0.034715   Epoch: 1   Global Step: 4020   Fp16 Grad Scale: 262144   Required: 3 hours
Training: 2023-07-17 05:25:31,187-Speed 1735.80 samples/sec   Loss 34.7730   LearningRate 0.034801   Epoch: 1   Global Step: 4030   Fp16 Grad Scale: 131072   Required: 3 hours
Training: 2023-07-17 05:25:31,911-Speed 1770.91 samples/sec   Loss 34.8635   LearningRate 0.034888   Epoch: 1   Global Step: 4040   Fp16 Grad Scale: 131072   Required: 3 hours
Training: 2023-07-17 05:25:32,693-Speed 1640.21 samples/sec   Loss 34.4611   LearningRate 0.034974   Epoch: 1   Global Step: 4050   Fp16 Grad Scale: 131072   Required: 3 hours
Training: 2023-07-17 05:25:33,608-Speed 1399.54 samples/sec   Loss 34.8749   LearningRate 0.035060   Epoch: 1   Global Step: 4060   Fp16 Grad Scale: 131072   Required: 3 hours
Training: 2023-07-17 05:25:34,421-Speed 1577.01 samples/sec   Loss 34.5876   LearningRate 0.035147   Epoch: 1   Global Step: 4070   Fp16 Grad Scale: 131072   Required: 3 hours
Training: 2023-07-17 05:25:35,253-Speed 1539.35 samples/sec   Loss 34.6097   LearningRate 0.035233   Epoch: 1   Global Step: 4080   Fp16 Grad Scale: 131072   Required: 3 hours
Training: 2023-07-17 05:25:36,115-Speed 1485.72 samples/sec   Loss 34.6847   LearningRate 0.035320   Epoch: 1   Global Step: 4090   Fp16 Grad Scale: 131072   Required: 3 hours
Training: 2023-07-17 05:25:36,960-Speed 1517.05 samples/sec   Loss 34.6818   LearningRate 0.035406   Epoch: 1   Global Step: 4100   Fp16 Grad Scale: 131072   Required: 3 hours
Training: 2023-07-17 05:25:37,882-Speed 1389.73 samples/sec   Loss 34.7259   LearningRate 0.035492   Epoch: 1   Global Step: 4110   Fp16 Grad Scale: 131072   Required: 3 hours
Training: 2023-07-17 05:25:38,790-Speed 1410.51 samples/sec   Loss 34.7004   LearningRate 0.035579   Epoch: 1   Global Step: 4120   Fp16 Grad Scale: 131072   Required: 3 hours
Training: 2023-07-17 05:25:39,602-Speed 1577.24 samples/sec   Loss 34.6270   LearningRate 0.035665   Epoch: 1   Global Step: 4130   Fp16 Grad Scale: 131072   Required: 3 hours
Training: 2023-07-17 05:25:40,448-Speed 1514.88 samples/sec   Loss 34.7387   LearningRate 0.035751   Epoch: 1   Global Step: 4140   Fp16 Grad Scale: 131072   Required: 3 hours
Training: 2023-07-17 05:25:41,288-Speed 1524.58 samples/sec   Loss 34.7562   LearningRate 0.035838   Epoch: 1   Global Step: 4150   Fp16 Grad Scale: 131072   Required: 3 hours
Training: 2023-07-17 05:25:42,123-Speed 1534.66 samples/sec   Loss 34.9121   LearningRate 0.035924   Epoch: 1   Global Step: 4160   Fp16 Grad Scale: 131072   Required: 3 hours
Training: 2023-07-17 05:25:42,989-Speed 1478.66 samples/sec   Loss 34.8776   LearningRate 0.036010   Epoch: 1   Global Step: 4170   Fp16 Grad Scale: 131072   Required: 3 hours
Training: 2023-07-17 05:25:43,909-Speed 1392.46 samples/sec   Loss 34.8519   LearningRate 0.036097   Epoch: 1   Global Step: 4180   Fp16 Grad Scale: 131072   Required: 3 hours
Training: 2023-07-17 05:25:44,727-Speed 1567.58 samples/sec   Loss 34.6984   LearningRate 0.036183   Epoch: 1   Global Step: 4190   Fp16 Grad Scale: 131072   Required: 3 hours
Training: 2023-07-17 05:25:45,542-Speed 1570.37 samples/sec   Loss 34.5630   LearningRate 0.036269   Epoch: 1   Global Step: 4200   Fp16 Grad Scale: 131072   Required: 3 hours
Training: 2023-07-17 05:25:46,409-Speed 1478.06 samples/sec   Loss 34.2468   LearningRate 0.036356   Epoch: 1   Global Step: 4210   Fp16 Grad Scale: 131072   Required: 3 hours
Training: 2023-07-17 05:25:47,281-Speed 1469.96 samples/sec   Loss 34.4310   LearningRate 0.036442   Epoch: 1   Global Step: 4220   Fp16 Grad Scale: 131072   Required: 3 hours
Training: 2023-07-17 05:25:48,103-Speed 1558.93 samples/sec   Loss 34.5734   LearningRate 0.036528   Epoch: 1   Global Step: 4230   Fp16 Grad Scale: 262144   Required: 3 hours
Training: 2023-07-17 05:25:48,934-Speed 1540.33 samples/sec   Loss 34.8424   LearningRate 0.036615   Epoch: 1   Global Step: 4240   Fp16 Grad Scale: 131072   Required: 3 hours
